children,days_employed,dob_years,education,education_id,family_status,family_status_id,gender,income_type,debt,total_income,purpose
0,-2303.811188,25,higher,0,single,4,M,employee,1,3415.21,education
0,343374.9474,67,secondary,1,married,0,M,retiree,0,2705.93,Buying a house to rent
1,-462.8779795,41,higher,0,married,0,F,employee,0,1069.97,car purchase
1,-1753.8824,28,secondary,1,married,0,M,employee,0,2228.18,education
0,-1579.500982,31,secondary,1,married,0,F,employee,0,1830.9,higher education
0,-1578.419429,30,secondary,1,single,4,M,companion,0,5031.36,further education
2,-1881.656775,34,Secondary,1,civil marriage,1,F,companion,0,1219.09,car purchase
0,,47,secondary,1,divorced,3,F,companion,0,,getting additional education
0,-962.581722,47,secondary,1,married,0,F,employee,0,1265.03,housing
1,-1960.262853,37,secondary,1,civil marriage,1,F,employee,0,2759.98,money for the wedding
0,361700.9878,63,secondary,1,divorced,3,F,retiree,0,4989.48,car purchase
0,-926.2094522,28,secondary,1,single,4,F,employee,0,2632.71,higher education
1,-1580.518773,29,secondary,1,civil marriage,1,F,employee,0,2600.34,Buying a house to rent
0,-4437.044585,68,SECONDARY,1,civil marriage,1,F,companion,0,2313.9,wedding
0,-3588.70364,34,secondary,1,married,0,M,companion,0,1192.57,car purchase
0,-228.8584907,21,higher,0,civil marriage,1,F,companion,0,3228.97,money for the wedding
0,,31,secondary,1,single,4,M,employee,0,,property transactions
0,-10617.53051,54,higher,0,married,0,M,civil servant,0,1214.75,cars
0,,64,secondary,1,married,0,F,retiree,0,,further education
1,-3651.807397,54,secondary,1,civil marriage,1,F,companion,0,1860,real estate transactions
2,-610.0116263,27,secondary,1,married,0,F,employee,0,1890.21,commercial real estate transactions
0,,48,SECONDARY,1,married,0,M,employee,0,,specialized education
0,-3894.06552,30,higher,0,married,0,F,companion,0,6098.3,motor vehicle deal
0,377199.3181,60,secondary,1,single,4,F,retiree,0,2054.22,property transactions
0,-9888.153334,54,secondary,1,married,0,M,employee,0,1878.24,real estate transactions
0,351273.5325,57,secondary,1,civil marriage,1,F,retiree,0,2172.76,for weddings
0,-4181.95099,49,secondary,1,divorced,3,F,companion,0,1851.73,commercial real estate purchase
0,353479.9567,59,higher,0,divorced,3,F,retiree,0,1797.33,further education
0,357837.2756,61,secondary,1,civil marriage,1,F,retiree,0,2952.45,for weddings
0,-1851.357909,29,secondary,1,civil marriage,1,F,employee,0,657.55,real estate
0,-7054.393691,51,higher,0,divorced,3,F,civil servant,0,1621.85,real estate purchase
0,-475.8119335,54,secondary,1,married,0,F,employee,0,1718.74,education
1,-3856.935086,42,higher,0,civil marriage,1,M,employee,0,4043.33,money for the wedding
-1,-661.8223209,32,higher,0,married,0,F,employee,0,1717.57,purchase of real estate
0,-669.6671296,50,secondary,1,married,0,F,employee,0,2197.74,used car purchase
0,-639.8172678,44,secondary,1,civil marriage,1,M,employee,1,3006.26,wedding
0,350015.7912,52,secondary,1,civil marriage,1,F,retiree,0,1204.95,education
0,-933.2444027,23,secondary,1,married,0,M,companion,0,2051.94,residential real estate construction
0,-752.3330111,35,higher,0,married,0,M,companion,0,1998.15,real estate transaction
0,-5151.18169,52,Secondary,1,married,0,M,employee,0,951.69,commercial real estate transactions
1,-1095.203047,37,higher,0,married,0,M,companion,0,4387.7,Buying a house to rent
0,-6012.915942,57,secondary,1,married,0,F,companion,0,2378.49,property transactions
0,-2390.1338,23,higher,0,married,0,F,employee,0,2052.2,car purchase
0,-5198.707579,51,secondary,1,divorced,3,M,employee,0,1015.7,motor vehicle deal
0,,55,secondary,1,married,0,M,employee,0,,car
0,-550.7259889,61,secondary,1,married,0,F,companion,0,801.44,house renovation
0,-3758.464824,56,secondary,1,married,0,F,companion,0,1451.02,education
1,-955.9078679,25,secondary,1,civil marriage,1,F,employee,0,1694.96,for weddings
2,-355.6095755,33,secondary,1,married,0,F,employee,0,1267.57,car
0,-1359.020926,50,secondary,1,married,0,F,companion,0,2153.05,house buying for the family
2,-1424.920668,44,SECONDARY,1,married,0,F,companion,0,3166.22,getting additional education
2,-234.0127743,29,secondary,1,married,0,F,employee,1,623.31,own car
0,-3424.756165,45,secondary,1,divorced,3,F,companion,0,1743.81,house buying for the family
0,-5193.451641,61,higher,0,divorced,3,F,employee,0,1293.71,further education
0,-2555.28653,48,secondary,1,married,0,M,employee,0,1566.46,education
0,-789.0040391,45,secondary,1,divorced,3,F,employee,0,3128.72,purchase of real estate
0,-605.1866917,60,secondary,1,married,0,F,companion,0,2473.07,purchase of real estate
0,-11283.26287,54,secondary,1,married,0,F,civil servant,0,2705.69,used car purchase
0,-54.0083341,40,secondary,1,widower/widow,2,F,employee,0,1651.02,house purchase
0,-993.9954305,52,secondary,1,married,0,M,employee,0,1698.34,own car
0,-448.4479424,51,secondary,1,married,0,F,employee,0,2147.51,dealing with a used car
0,-5462.637049,53,secondary,1,married,0,M,companion,0,6517.4,real estate construction
0,-1118.136526,30,higher,0,single,4,F,civil servant,0,2039.24,purchase of real estate
0,345502.3071,61,secondary,1,widower/widow,2,F,retiree,0,3451.29,commercial real estate purchase
1,-777.085235,24,secondary,1,divorced,3,M,employee,0,1832.76,commercial real estate purchase
0,391665.9796,57,secondary,1,married,0,F,retiree,0,2465.37,Buying a house to rent
0,-489.531421,58,secondary,1,single,4,F,employee,0,2071.14,Buying a house to rent
0,-12927.49939,64,secondary,1,divorced,3,F,employee,0,816.01,purchase of real estate
0,-898.0227437,21,secondary,1,single,4,M,employee,0,1394.98,motor vehicle deal
0,347310.0331,65,SECONDARY,1,married,0,M,retiree,0,1990.28,car purchase
1,-2157.077541,42,secondary,1,married,0,F,companion,0,1385.24,property transactions
0,-1464.62373,62,secondary,1,married,0,F,employee,0,2686.94,commercial real estate transactions
3,-2903.921654,48,secondary,1,married,0,F,employee,0,793.9,real estate transactions
0,-2854.970657,53,SECONDARY,1,civil marriage,1,F,employee,0,1349.6,house purchase
0,-1168.042186,57,secondary,1,married,0,F,companion,0,3132.8,commercial real estate purchase
0,-388.7666448,33,Secondary,1,married,0,F,civil servant,0,2229.29,residential real estate construction
2,-3333.784974,44,secondary,1,married,0,F,employee,0,3758.42,education
0,393651.237,65,secondary,1,single,4,F,retiree,0,1724.76,own car
2,-3981.004565,40,secondary,1,married,0,M,employee,0,2077.75,residential real estate construction
0,-4023.470217,34,higher,0,married,0,F,employee,0,1462.16,house purchase
0,-635.5922686,39,secondary,1,married,0,M,companion,0,2513.51,residential real estate construction
0,345937.7403,63,secondary,1,married,0,F,retiree,1,1020.38,real estate construction
1,-855.2034507,36,secondary,1,civil marriage,1,F,companion,1,3935.15,residential real estate construction
0,-168.308837,36,secondary,1,single,4,M,employee,0,3124.9,motor vehicle deal
1,-2873.383129,41,secondary,1,single,4,M,companion,0,3372.37,commercial real estate transactions
2,-3156.957393,35,higher,0,divorced,3,F,employee,0,1816.5,getting additional education
0,-1139.25315,25,higher,0,civil marriage,1,F,civil servant,0,2512.03,specialized education
0,401113.1191,50,secondary,1,married,0,M,retiree,0,2005.73,private real estate development
3,,37,secondary,1,married,0,F,companion,0,,commercial real estate purchase
0,,28,secondary,1,married,0,M,employee,0,,real estate
0,337457.6907,55,secondary,1,single,4,F,retiree,0,4933.84,used car purchase
1,,46,higher,0,divorced,3,F,employee,0,,education
0,-387.5156272,49,secondary,1,married,0,M,employee,0,3042.79,higher education
0,368616.9126,58,secondary,1,divorced,3,F,retiree,0,2251.18,cars
1,-5252.845752,37,higher,0,married,0,F,civil servant,0,2026.7,house purchase
1,-1222.971427,35,secondary,1,married,0,F,employee,1,1600.93,specialized education
1,-3841.447465,30,secondary,1,single,4,M,employee,0,935.8,house buying for the family
0,-7224.503903,47,secondary,1,married,0,F,employee,0,2902.93,real estate transaction
1,-5716.192552,40,secondary,1,divorced,3,M,companion,0,2870.5,housing
1,-3082.768182,27,secondary,1,single,4,F,employee,0,2339.94,dealing with a used car
2,-599.1097663,26,secondary,1,married,0,M,employee,0,1501.33,own car
0,-4093.413678,52,secondary,1,married,0,F,employee,0,2795.66,real estate transactions
0,-219.7740037,35,secondary,1,divorced,3,M,employee,0,2480.94,housing
0,-576.7003266,24,secondary,1,civil marriage,1,M,companion,0,1875.02,real estate construction
0,-5170.487686,40,higher,0,divorced,3,M,employee,0,3583.32,real estate transaction
0,-3022.8801,45,secondary,1,married,0,M,employee,0,2036.69,to buy your own car
2,-1074.052659,38,secondary,1,married,0,F,employee,1,3419.88,real estate construction
2,-1511.598182,32,secondary,1,married,0,M,employee,0,1328.28,car purchase
0,-3583.682188,36,secondary,1,married,0,M,companion,1,2120.87,commercial real estate transactions
0,-1275.779871,44,HIGHER,0,married,0,F,employee,0,1942.24,house purchase
0,-3716.616404,32,secondary,1,single,4,M,employee,0,2222.25,Buying a house to rent
0,-11749.25884,58,secondary,1,single,4,F,employee,1,2165.14,own car
0,-1944.547208,38,higher,0,single,4,F,companion,0,2862.92,commercial real estate transactions
0,,46,secondary,1,civil marriage,1,F,employee,0,,for weddings
1,-433.5772235,38,higher,0,civil marriage,1,M,employee,0,1495.93,purchase of real estate
0,-613.407138,39,higher,0,single,4,F,companion,0,1602.88,to buy your own car
1,-5967.789395,34,higher,0,single,4,F,employee,0,2059.45,private real estate development
0,-8070.420892,47,secondary,1,married,0,M,employee,0,3342.82,car
1,-464.1288824,40,secondary,1,married,0,F,employee,0,628.34,housing
0,-1636.785529,28,higher,0,civil marriage,1,F,civil servant,0,2915.56,commercial real estate transactions
0,-1569.853258,49,secondary,1,married,0,F,employee,0,1425.95,dealing with a used car
3,-2082.025705,40,HIGHER,0,married,0,F,companion,0,5015.66,cars
0,-1012.444487,47,secondary,1,married,0,F,employee,0,1498.08,property transactions
0,-3813.484459,46,Higher,0,married,0,M,companion,0,4079.3,real estate
1,-4057.731159,44,secondary,1,divorced,3,M,employee,0,1700.39,housing
0,-4719.273476,61,secondary,1,single,4,F,employee,0,21437.73,house buying for the family
0,-1200.444662,59,SECONDARY,1,married,0,M,employee,0,2649.21,house purchase
1,-145.0171563,34,secondary,1,married,0,F,employee,0,947.39,commercial real estate transactions
0,-4330.523766,38,SECONDARY,1,married,0,F,companion,0,1289.34,real estate construction
0,-2767.372623,53,SECONDARY,1,married,0,F,employee,0,748.24,higher education
0,-4052.379558,49,secondary,1,married,0,M,companion,0,2074.31,private real estate development
0,,59,higher,0,married,0,F,retiree,0,,cars
0,-2947.475067,48,higher,0,single,4,M,companion,0,3736.47,Buying a house to rent
1,-1291.990105,37,incomplete higher,2,married,0,M,employee,0,2649.57,commercial real estate purchase
1,-1090.502546,33,higher,0,married,0,M,companion,0,3337.91,to buy your own car
0,347548.8375,61,secondary,1,married,0,M,retiree,0,832.9,pursue higher education
1,-162.5771921,36,secondary,1,married,0,F,civil servant,0,744.2,housing
0,,26,higher,0,single,4,F,employee,0,,education
2,-2856.667959,43,Secondary,1,married,0,F,employee,0,992.33,education
2,,33,secondary,1,married,0,F,employee,0,,cars
2,,36,secondary,1,civil marriage,1,F,employee,0,,Buying a house to rent
1,-684.0589036,38,Secondary,1,married,0,M,employee,0,2802.91,real estate purchase
0,-10158.85766,49,secondary,1,married,0,F,employee,0,1294.56,house buying for the family
1,-1264.290386,42,secondary,1,married,0,F,employee,0,1674.84,real estate
0,-4643.787202,61,secondary,1,civil marriage,1,M,employee,0,1752.38,for weddings
1,398206.632,40,secondary,1,married,0,F,retiree,0,488.85,education
1,-977.8488196,38,secondary,1,civil marriage,1,F,companion,0,1339.32,wedding
0,354139.0754,56,secondary,1,civil marriage,1,F,retiree,0,2886.88,car purchase
1,-4627.838681,31,higher,0,civil marriage,1,F,civil servant,0,3396.06,for weddings
2,-1052.609842,25,higher,0,married,0,F,civil servant,1,1645.23,private real estate development
0,357344.1781,53,secondary,1,married,0,F,retiree,0,1274.18,higher education
1,-126.8696453,47,secondary,1,married,0,F,companion,0,3918.49,private real estate development
0,-360.4649196,23,SECONDARY,1,single,4,M,companion,0,2437.15,car purchase
5,-2386.600221,35,secondary,1,married,0,F,companion,0,2553.02,housing
0,-1167.710588,24,incomplete higher,2,married,0,M,employee,0,3250.83,to buy your own car
0,-3258.836029,61,secondary,1,divorced,3,F,employee,0,891.48,house purchase
0,-10460.20088,50,SECONDARY,1,civil marriage,1,F,civil servant,0,2149.19,further education
0,-1382.481573,51,secondary,1,married,0,M,employee,1,1664.18,real estate transactions
2,-1184.327177,33,secondary,1,married,0,M,employee,0,2236.16,private real estate development
0,-13264.14214,55,incomplete higher,2,civil marriage,1,M,employee,0,1907.45,for weddings
1,-2608.720205,45,secondary,1,married,0,F,employee,0,1106.61,house buying for the family
2,-3296.759962,39,SECONDARY,1,married,0,F,maternity leave,1,672.86,car
1,-1299.37727,32,secondary,1,married,0,M,employee,1,935.11,higher education
0,-4773.033473,59,secondary,1,married,0,F,employee,0,1554.33,education
2,-1558.478039,26,higher,0,married,0,F,companion,1,2564.87,house purchase
0,-4591.706053,41,secondary,1,single,4,F,employee,0,1980.86,specialized education
0,-5135.700431,42,HIGHER,0,civil marriage,1,F,employee,0,6036.76,to buy your own car
0,-1444.900455,34,higher,0,married,0,M,employee,0,2164.59,education
0,346119.7576,57,secondary,1,widower/widow,2,F,retiree,1,3175.08,pursue higher education
0,-3581.497503,56,secondary,1,widower/widow,2,F,employee,0,3393.87,housing
0,-1960.33156,44,secondary,1,married,0,M,companion,0,3867.66,real estate
0,-2857.54159,27,higher,0,married,0,F,civil servant,0,1751.46,motor vehicle deal
1,-2318.663697,30,secondary,1,married,0,M,companion,0,2000.17,house purchase
0,-1765.796459,51,secondary,1,married,0,F,employee,0,1861.57,house renovation
2,-1037.693867,33,SECONDARY,1,married,0,F,employee,1,2067.91,higher education
0,-1019.065321,45,secondary,1,married,0,F,companion,0,2715.52,getting additional education
0,-4595.317076,56,secondary,1,married,0,F,civil servant,0,1245.18,cars
0,-1570.016573,27,higher,0,civil marriage,1,F,companion,0,2521.14,education
0,-917.6573307,28,secondary,1,married,0,F,companion,1,946.77,house renovation
0,-1916.670952,25,higher,0,married,0,M,companion,0,2450.66,real estate transaction
0,-1093.022636,58,secondary,1,married,0,F,employee,0,2033.76,real estate transaction
1,-864.9839904,53,higher,0,divorced,3,F,companion,0,857.29,real estate purchase
0,-435.8047757,35,secondary,1,single,4,M,employee,0,2153.65,education
1,-2927.137488,34,secondary,1,single,4,F,employee,0,1733.17,commercial real estate transactions
2,-1171.749055,31,secondary,1,married,0,F,employee,0,2695.39,car
0,,50,secondary,1,single,4,M,companion,0,,house buying for the family
1,-2240.944422,26,elementary,3,married,0,M,employee,0,2197.26,Buying a house to rent
2,-1762.667772,37,secondary,1,civil marriage,1,M,employee,0,1083.14,wedding
0,350980.0438,52,higher,0,widower/widow,2,F,retiree,0,1076.38,car purchase
2,-197.5822228,38,higher,0,divorced,3,F,companion,0,1288.66,house buying for the family
0,-3235.885835,58,secondary,1,married,0,F,employee,0,1134.4,education
2,-1988.584292,42,Higher,0,married,0,F,employee,0,3611.47,real estate construction
1,,35,secondary,1,single,4,F,companion,0,,Buying a house to rent
0,-1571.340941,57,incomplete higher,2,married,0,M,employee,0,1493.76,private real estate development
0,-193.1517851,30,secondary,1,single,4,M,employee,1,1268.96,property transactions
1,-1255.289849,27,secondary,1,single,4,M,employee,0,1268.07,to buy your own car
0,-2415.737442,27,secondary,1,single,4,M,employee,0,2176.21,education
1,-1333.326773,59,secondary,1,single,4,F,employee,0,1685.86,car
0,,52,secondary,1,married,0,F,employee,0,,real estate purchase
0,345955.4754,68,secondary,1,widower/widow,2,F,retiree,0,1734.91,commercial real estate transactions
0,371081.4926,55,secondary,1,civil marriage,1,F,retiree,0,1473.69,real estate transactions
0,-125.7701778,56,secondary,1,married,0,M,employee,0,1560.31,house renovation
1,-1509.592329,28,secondary,1,married,0,F,employee,1,850.05,housing
1,-820.1047773,44,secondary,1,married,0,F,employee,0,1361.91,real estate
0,330759.1279,60,secondary,1,married,0,F,retiree,0,879.92,car purchase
2,-3919.449417,40,secondary,1,single,4,M,companion,0,1667.03,real estate transactions
0,-3194.84103,34,higher,0,single,4,F,companion,0,1381.54,housing
0,-4412.753314,44,secondary,1,married,0,F,employee,1,1518.39,Buying a house to rent
1,-1292.221018,30,higher,0,married,0,F,civil servant,0,2409.82,higher education
0,-2664.855827,57,higher,0,married,0,F,companion,0,5086.43,car purchase
0,-184.5568809,24,secondary,1,civil marriage,1,F,companion,1,1630.57,education
1,-133.1793074,33,secondary,1,divorced,3,F,companion,0,1452.75,to buy your own car
0,-5301.773011,47,HIGHER,0,single,4,F,companion,0,3165.45,real estate construction
1,,44,higher,0,married,0,F,employee,0,,house purchase
0,-4413.772719,41,secondary,1,married,0,M,companion,0,1291.02,education
0,-132.1040439,41,Secondary,1,married,0,F,employee,0,887.95,purchase of real estate
0,389140.4376,60,SECONDARY,1,married,0,M,retiree,0,1094.06,car purchase
0,-1994.575008,41,secondary,1,married,0,M,employee,0,3423.64,real estate transaction
1,379878.0073,52,secondary,1,married,0,F,retiree,0,1162.47,pursue higher education
0,-3222.388623,28,HIGHER,0,civil marriage,1,F,civil servant,0,2182.78,for weddings
3,336350.4823,42,secondary,1,married,0,M,retiree,0,1658.88,own car
0,-630.0956489,47,higher,0,married,0,F,companion,0,2097.6,cars
0,396900.6336,63,secondary,1,widower/widow,2,F,retiree,0,1371.03,real estate purchase
0,385080.4684,62,secondary,1,married,0,F,retiree,0,1697.36,further education
0,-6219.157426,46,secondary,1,married,0,F,employee,0,1769.13,education
0,-13976.80688,58,higher,0,single,4,F,employee,0,1411.18,used car purchase
0,-2749.18324,27,higher,0,single,4,M,employee,0,3400.82,dealing with a used car
1,,38,secondary,1,married,0,F,employee,0,,cars
1,-2161.657933,34,secondary,1,married,0,M,companion,0,3246.35,Buying a house to rent
1,-773.5689282,51,higher,0,single,4,F,companion,0,2719.35,education
0,,32,higher,0,married,0,F,civil servant,0,,car purchase
0,-3547.56749,43,secondary,1,civil marriage,1,F,employee,0,1124.25,real estate transactions
3,-294.4224196,36,secondary,1,civil marriage,1,F,employee,0,2099.96,money for the wedding
0,,50,higher,0,married,0,F,employee,1,,private real estate development
0,-4779.004693,53,higher,0,divorced,3,M,companion,0,4148.44,car purchase
0,371626.4788,56,higher,0,divorced,3,F,retiree,0,1534.96,dealing with a used car
2,-2529.633034,29,secondary,1,married,0,F,companion,0,4819.14,education
1,-488.6761993,41,secondary,1,divorced,3,F,employee,0,1988.55,dealing with a used car
0,348135.7778,58,secondary,1,widower/widow,2,F,retiree,0,3672.17,housing
1,-2706.976924,32,elementary,3,divorced,3,F,employee,1,1281.65,house purchase
0,-2720.291484,54,higher,0,married,0,F,companion,0,1403.6,education
1,-2031.503754,45,secondary,1,single,4,F,civil servant,0,607.17,motor vehicle deal
0,393429.5161,56,secondary,1,married,0,F,retiree,0,749.58,real estate transactions
0,337117.7965,68,secondary,1,civil marriage,1,M,retiree,0,921.49,car purchase
0,-1659.363127,39,higher,0,married,0,M,companion,0,3920.81,further education
1,-3001.066624,26,incomplete higher,2,married,0,F,employee,0,1184.08,car purchase
1,-1092.554837,27,higher,0,divorced,3,M,companion,0,6435.57,used car purchase
0,-2401.954568,50,secondary,1,divorced,3,F,employee,0,2050.34,getting additional education
0,359738.6038,63,Secondary,1,married,0,M,retiree,0,2085.37,getting additional education
2,-312.0246352,39,secondary,1,civil marriage,1,M,employee,0,1082.38,for weddings
2,-2506.109769,43,higher,0,married,0,F,companion,0,3790.38,commercial real estate transactions
0,-703.1238604,37,higher,0,married,0,M,employee,0,1902.27,used car purchase
0,-2131.180354,36,secondary,1,single,4,F,employee,0,2736.99,car purchase
2,-481.6745718,30,secondary,1,married,0,F,employee,0,809.36,house buying for the family
0,,53,higher,0,civil marriage,1,F,employee,0,,wedding
0,-1699.357521,36,higher,0,civil marriage,1,F,employee,0,2186.82,money for the wedding
0,336848.369,68,secondary,1,married,0,F,retiree,0,1775.54,used car purchase
0,-266.1076034,44,secondary,1,married,0,F,companion,0,870.12,specialized education
0,,51,secondary,1,married,0,F,companion,0,,private real estate development
2,-446.7176902,26,secondary,1,married,0,F,employee,0,1489.76,further education
0,-3100.423869,49,HIGHER,0,married,0,M,companion,0,4369.82,higher education
0,-288.3850906,56,secondary,1,married,0,F,employee,0,827.67,real estate
0,388484.7877,61,elementary,3,civil marriage,1,F,retiree,0,2811.39,real estate construction
0,-11008.68172,57,higher,0,single,4,F,employee,0,2165.46,purchase of real estate
1,-1079.347849,30,higher,0,married,0,F,companion,0,2093.69,specialized education
0,-885.0430206,21,Secondary,1,single,4,F,companion,0,1862.99,education
0,-2942.495253,48,secondary,1,married,0,M,employee,0,1789.37,residential real estate construction
0,-2491.177901,29,secondary,1,married,0,F,employee,0,1930.15,real estate construction
0,-3504.634243,50,secondary,1,married,0,M,civil servant,0,1837.35,property transactions
1,-6320.65303,35,secondary,1,married,0,M,employee,0,2338.31,real estate transaction
0,-2314.89228,42,secondary,1,civil marriage,1,M,employee,0,3352.11,for weddings
0,-2758.8153,31,secondary,1,married,0,F,companion,0,1473.85,car purchase
0,-6169.102647,35,secondary,1,married,0,M,employee,0,1161.97,further education
0,-148.4862643,35,higher,0,married,0,M,employee,1,3321.21,commercial real estate purchase
0,-923.3744697,21,secondary,1,civil marriage,1,F,companion,0,1262.25,wedding
1,-271.7432184,32,HIGHER,0,married,0,F,companion,0,1571.41,real estate transaction
0,-11526.26519,50,secondary,1,civil marriage,1,F,employee,0,2171.22,for weddings
0,-5520.22478,57,secondary,1,married,0,F,employee,1,3562.58,commercial real estate transactions
1,-2589.669758,31,higher,0,married,0,M,companion,0,2079.05,car
1,-1451.54026,32,secondary,1,married,0,F,employee,0,1004.67,cars
1,-1769.898117,48,secondary,1,civil marriage,1,F,civil servant,0,597.19,own car
0,361228.1487,54,secondary,1,married,0,M,retiree,0,2405.99,education
0,,50,secondary,1,married,0,M,employee,0,,housing
1,-285.6212834,28,secondary,1,married,0,M,employee,0,1198.87,commercial real estate transactions
0,345640.7787,58,higher,0,single,4,F,retiree,0,2381.07,further education
0,-1914.80543,47,higher,0,married,0,F,companion,0,2143.37,residential real estate construction
0,-4251.220458,39,secondary,1,single,4,M,companion,0,3624.49,private real estate development
0,387409.6285,62,secondary,1,married,0,F,retiree,0,640.34,car
0,-2308.452061,28,higher,0,married,0,M,employee,0,2803.52,to buy your own car
0,-130.6631434,51,secondary,1,married,0,F,companion,0,2224.18,real estate construction
0,351689.5374,64,secondary,1,divorced,3,F,retiree,0,1830.73,specialized education
0,373123.782,63,secondary,1,married,0,F,retiree,0,966.22,property transactions
0,-1576.393455,39,incomplete higher,2,civil marriage,1,M,companion,0,2664.9,real estate construction
1,-2685.823727,51,secondary,1,married,0,F,employee,0,1182.07,real estate
0,-5469.062338,36,higher,0,single,4,F,civil servant,0,1955.22,house renovation
0,361821.3599,56,secondary,1,married,0,F,retiree,0,1558.45,real estate transactions
2,-2022.151738,36,secondary,1,civil marriage,1,F,employee,0,838.86,education
0,-1082.229562,52,secondary,1,civil marriage,1,M,employee,0,2061.77,house renovation
2,-1465.971158,32,secondary,1,married,0,M,companion,0,3529.41,residential real estate construction
1,-466.898133,39,SECONDARY,1,single,4,F,employee,0,1344.04,higher education
0,,67,higher,0,married,0,F,retiree,0,,pursue higher education
0,-3276.783394,40,secondary,1,civil marriage,1,M,employee,0,4179.83,car purchase
0,374081.7219,55,secondary,1,civil marriage,1,F,retiree,0,1012.58,money for the wedding
0,370704.3539,59,secondary,1,married,0,F,retiree,0,2511.21,own car
0,-8058.043609,63,secondary,1,civil marriage,1,F,employee,0,3119.43,private real estate development
1,-1187.720882,46,secondary,1,married,0,M,companion,0,1757.47,real estate transactions
1,-2386.052605,34,secondary,1,married,0,F,employee,0,1982.12,commercial real estate purchase
2,-7656.888256,46,secondary,1,married,0,M,civil servant,0,2194.29,commercial real estate transactions
0,-3147.770837,53,secondary,1,widower/widow,2,F,companion,0,3332.53,cars
1,-3153.572963,48,secondary,1,civil marriage,1,F,employee,0,841.55,wedding
1,368325.9633,53,secondary,1,widower/widow,2,F,retiree,0,1380.86,house purchase
0,-2270.795656,45,secondary,1,married,0,M,employee,0,4082.75,real estate purchase
0,-6290.180113,41,secondary,1,married,0,M,employee,0,2742.37,higher education
0,349009.8311,57,secondary,1,civil marriage,1,F,retiree,1,2003.55,wedding
0,-2900.43814,54,secondary,1,married,0,F,employee,0,1732.34,car
0,-3150.622828,46,secondary,1,widower/widow,2,F,companion,0,1538.63,real estate
2,,35,secondary,1,married,0,M,employee,0,,house purchase
0,-515.4814762,60,secondary,1,married,0,M,employee,0,2061.76,real estate transaction
2,-2965.269443,33,secondary,1,civil marriage,1,F,employee,0,1578.28,further education
1,-490.1438806,27,incomplete higher,2,civil marriage,1,F,employee,0,3689.46,for weddings
0,-1983.634178,37,secondary,1,civil marriage,1,M,companion,0,947.19,higher education
1,-617.5919956,23,secondary,1,married,0,F,employee,0,1793.7,housing
0,-556.3052021,25,secondary,1,married,0,F,companion,0,751.46,housing
0,-3596.155013,33,higher,0,married,0,M,companion,0,2108.73,getting additional education
20,-1240.25791,40,secondary,1,married,0,F,employee,1,1669.05,own car
1,-5779.213861,45,secondary,1,married,0,F,employee,0,2371.69,private real estate development
1,-2131.103372,38,secondary,1,married,0,F,civil servant,0,944.02,real estate construction
0,-2609.841015,45,secondary,1,civil marriage,1,F,employee,0,776.93,for weddings
0,-2446.203969,23,secondary,1,single,4,M,employee,1,972.78,Buying a house to rent
0,394223.1251,64,secondary,1,civil marriage,1,F,retiree,1,4366.84,private real estate development
0,368786.2523,59,secondary,1,married,0,F,retiree,0,1595.28,commercial real estate transactions
1,-1772.094669,33,higher,0,civil marriage,1,F,companion,0,3029.47,residential real estate construction
0,-1527.236855,26,higher,0,single,4,M,employee,0,2206.78,real estate
0,-1146.286852,26,higher,0,divorced,3,F,companion,1,2372.15,real estate transactions
0,-1287.988445,54,secondary,1,married,0,F,employee,0,1333.89,house purchase
1,-231.102353,57,secondary,1,civil marriage,1,M,companion,0,1432.97,house buying for the family
0,-1391.805653,24,secondary,1,single,4,M,employee,0,1968.74,own car
2,-2035.378372,35,secondary,1,married,0,F,employee,0,2768.24,property transactions
0,-546.6574851,28,higher,0,married,0,M,employee,0,1366.47,commercial real estate transactions
0,-310.2747946,25,secondary,1,married,0,M,employee,0,1877.18,specialized education
0,395909.5266,55,SECONDARY,1,married,0,M,retiree,0,3187.45,cars
2,-5558.591054,34,SECONDARY,1,married,0,F,employee,0,1272.97,housing
0,378493.2129,68,secondary,1,married,0,M,retiree,0,1694.13,property transactions
2,-4518.581668,50,higher,0,single,4,M,civil servant,0,2265.86,house buying for the family
0,-2969.117131,33,secondary,1,single,4,F,employee,0,1160.43,dealing with a used car
0,342115.3519,58,secondary,1,married,0,F,retiree,0,1763.91,specialized education
1,-2539.952556,49,secondary,1,married,0,F,companion,0,1604.85,commercial real estate transactions
0,,56,secondary,1,civil marriage,1,F,retiree,0,,wedding
0,,60,secondary,1,married,0,F,retiree,0,,education
1,-686.024363,44,secondary,1,married,0,F,employee,1,1093.87,to buy your own car
0,-237.884399,60,secondary,1,married,0,F,civil servant,0,1711.93,house buying for the family
0,-874.7505442,51,secondary,1,divorced,3,M,employee,0,997.49,house renovation
0,-6773.382091,48,secondary,1,married,0,F,employee,0,1146.93,property transactions
0,-238.1061123,60,higher,0,civil marriage,1,F,civil servant,0,3165.21,wedding
1,-950.0099873,37,secondary,1,married,0,M,employee,1,1177.87,real estate purchase
0,399448.878,64,secondary,1,married,0,F,retiree,0,1541.64,commercial real estate transactions
1,-4422.118288,36,secondary,1,married,0,M,employee,0,2672.08,real estate
0,368590.4539,60,secondary,1,married,0,F,retiree,0,2981.8,house purchase
0,-1093.542816,52,secondary,1,civil marriage,1,M,employee,0,1251.54,private real estate development
